Machine_ID,Timestamp,Temperature,Pressure,Vibration_Level,Humidity,Power_Consumption,Failure_Status
MACHINE_001,2025-07-24 14:00:00,53.71,104.28,4.21,74.55,51.87,0
MACHINE_002,2025-07-24 14:10:00,64.4,289.37,3.48,44.06,51.8,0
MACHINE_003,2025-07-24 14:20:00,75.75,312.54,2.4,89.12,13.96,0
MACHINE_004,2025-07-24 14:30:00,45.31,344.05,8.3,85.36,26.87,0
MACHINE_005,2025-07-24 14:40:00,26.52,192.93,1.63,66.64,41.77,0
MACHINE_006,2025-07-24 14:50:00,30.77,248.65,1.03,69.33,13.61,0
MACHINE_007,2025-07-24 15:00:00,45.72,232.37,7.1,81.76,19.99,1
MACHINE_008,2025-07-24 15:10:00,45.73,192.39,3.09,39.51,40.93,0
MACHINE_009,2025-07-24 15:20:00,20.88,341.69,8.08,40.16,50.18,0
MACHINE_010,2025-07-24 15:30:00,34.25,445.02,4.48,59.85,68.54,0
MACHINE_001,2025-07-24 15:40:00,22.35,471.92,9.57,68.81,87.83,0
MACHINE_002,2025-07-24 15:50:00,72.64,202.1,2.25,58.76,30.25,0
MACHINE_003,2025-07-24 16:00:00,30.78,226.05,1.2,57.96,91.9,0
MACHINE_004,2025-07-24 16:10:00,74.12,439.1,9.7,82.3,12.32,1
MACHINE_005,2025-07-24 16:20:00,65.5,165.14,5.97,41.26,76.4,0
MACHINE_006,2025-07-24 16:30:00,32.83,234.34,1.23,68.03,89.68,0
MACHINE_007,2025-07-24 16:40:00,71.57,433.2,2.42,56.04,61.75,0
MACHINE_008,2025-07-24 16:50:00,21.89,266.89,9.31,79.5,83.96,0
MACHINE_009,2025-07-24 17:00:00,41.79,498.85,1.55,63.21,54.35,0
MACHINE_010,2025-07-24 17:10:00,27.33,461.06,8.41,59.18,27.22,0
MACHINE_001,2025-07-24 17:20:00,78.41,362.68,6.81,37.59,24.65,0
MACHINE_002,2025-07-24 17:30:00,77.4,266.58,5.19,89.52,19.32,0
MACHINE_003,2025-07-24 17:40:00,75.84,106.79,6.87,48.6,69.21,0
MACHINE_004,2025-07-24 17:50:00,49.49,478.47,2.82,60.67,61.85,0
MACHINE_005,2025-07-24 18:00:00,68.86,392.81,8.79,44.79,81.26,0
MACHINE_006,2025-07-24 18:10:00,65.56,460.95,6.39,51.25,35.7,0
MACHINE_007,2025-07-24 18:20:00,52.89,233.31,4.02,60.86,85.26,1
MACHINE_008,2025-07-24 18:30:00,24.79,454.48,7.82,39.64,26.51,0
MACHINE_009,2025-07-24 18:40:00,61.71,270.91,4.67,37.28,25.42,0
MACHINE_010,2025-07-24 18:50:00,23.66,205.69,3.19,62.25,16.95,0
MACHINE_001,2025-07-24 19:00:00,75.33,378.81,8.25,32.85,86.19,0
MACHINE_002,2025-07-24 19:10:00,21.39,182.49,7.57,84.16,12.26,0
MACHINE_003,2025-07-24 19:20:00,32.69,298.39,4.85,60.66,96.18,0
MACHINE_004,2025-07-24 19:30:00,42.53,268.47,3.81,59.16,14.01,0
MACHINE_005,2025-07-24 19:40:00,70.42,183.75,5.37,33.67,82.13,0
MACHINE_006,2025-07-24 19:50:00,66.3,396.14,1.18,47.0,7.72,0
MACHINE_007,2025-07-24 20:00:00,79.14,220.41,9.44,60.17,35.27,1
MACHINE_008,2025-07-24 20:10:00,26.9,185.53,2.68,58.81,46.48,0
MACHINE_009,2025-07-24 20:20:00,45.2,274.18,3.66,34.38,43.38,1
MACHINE_010,2025-07-24 20:30:00,52.47,230.28,5.69,38.8,5.94,1
MACHINE_001,2025-07-24 20:40:00,37.99,284.16,6.18,38.23,32.72,0
MACHINE_002,2025-07-24 20:50:00,40.04,316.59,1.1,46.53,81.12,0
MACHINE_003,2025-07-24 21:00:00,31.09,377.52,0.29,85.57,76.95,0
MACHINE_004,2025-07-24 21:10:00,21.04,228.11,3.38,31.77,99.7,1
MACHINE_005,2025-07-24 21:20:00,61.22,319.44,2.68,84.0,30.64,0
MACHINE_006,2025-07-24 21:30:00,67.41,255.31,6.42,85.51,15.91,0
MACHINE_007,2025-07-24 21:40:00,58.75,269.28,3.07,49.11,15.77,0
MACHINE_008,2025-07-24 21:50:00,57.5,484.11,9.35,77.35,41.64,0
MACHINE_009,2025-07-24 22:00:00,48.0,167.71,3.89,41.21,84.17,0
MACHINE_010,2025-07-24 22:10:00,30.09,387.98,2.83,67.19,91.13,0
MACHINE_001,2025-07-24 22:20:00,35.13,460.23,9.71,68.07,75.44,0
MACHINE_002,2025-07-24 22:30:00,51.94,303.76,4.75,38.84,96.85,0
MACHINE_003,2025-07-24 22:40:00,39.71,397.06,9.45,61.53,49.59,0
MACHINE_004,2025-07-24 22:50:00,70.48,471.01,6.71,51.16,87.48,0
MACHINE_005,2025-07-24 23:00:00,48.07,147.26,2.32,50.88,85.19,0
MACHINE_006,2025-07-24 23:10:00,78.81,210.03,8.16,65.61,84.27,0
MACHINE_007,2025-07-24 23:20:00,52.24,331.7,7.51,85.35,36.74,1
MACHINE_008,2025-07-24 23:30:00,79.71,479.33,9.89,40.11,36.56,0
MACHINE_009,2025-07-24 23:40:00,70.87,184.63,7.65,48.48,21.05,0
MACHINE_010,2025-07-24 23:50:00,68.08,313.42,6.33,52.07,17.45,0
MACHINE_001,2025-07-25 00:00:00,43.05,336.07,1.36,33.71,89.88,0
MACHINE_002,2025-07-25 00:10:00,58.79,246.77,9.07,43.58,78.31,0
MACHINE_003,2025-07-25 00:20:00,20.09,480.99,0.17,67.74,42.29,0
MACHINE_004,2025-07-25 00:30:00,50.91,418.83,2.88,85.33,69.62,0
MACHINE_005,2025-07-25 00:40:00,34.32,420.96,6.6,86.91,47.32,0
MACHINE_006,2025-07-25 00:50:00,79.05,443.83,0.94,87.85,54.81,1
MACHINE_007,2025-07-25 01:00:00,25.81,447.28,5.28,58.9,50.33,0
MACHINE_008,2025-07-25 01:10:00,21.68,378.29,4.39,70.66,39.59,0
MACHINE_009,2025-07-25 01:20:00,76.47,126.47,8.6,49.04,62.82,0
MACHINE_010,2025-07-25 01:30:00,52.95,221.16,2.76,32.83,40.82,0
MACHINE_001,2025-07-25 01:40:00,38.97,466.05,2.87,37.97,88.59,0
MACHINE_002,2025-07-25 01:50:00,49.39,308.91,5.6,51.44,31.52,0
MACHINE_003,2025-07-25 02:00:00,70.13,336.16,5.93,70.17,96.56,0
MACHINE_004,2025-07-25 02:10:00,75.75,311.72,9.67,77.02,21.39,0
MACHINE_005,2025-07-25 02:20:00,48.97,380.84,5.67,39.58,69.98,0
MACHINE_006,2025-07-25 02:30:00,63.41,483.23,0.17,37.8,48.8,0
MACHINE_007,2025-07-25 02:40:00,75.08,306.39,6.29,64.51,34.87,0
MACHINE_008,2025-07-25 02:50:00,69.15,395.65,7.8,53.4,26.2,0
MACHINE_009,2025-07-25 03:00:00,57.19,239.09,7.68,49.37,30.61,0
MACHINE_010,2025-07-25 03:10:00,74.55,353.95,1.71,39.02,35.67,0
MACHINE_001,2025-07-25 03:20:00,34.83,168.52,2.77,55.39,51.96,1
MACHINE_002,2025-07-25 03:30:00,69.02,228.9,7.84,40.58,11.01,0
MACHINE_003,2025-07-25 03:40:00,24.82,405.53,1.62,64.87,80.51,0
MACHINE_004,2025-07-25 03:50:00,49.65,385.66,1.91,66.47,34.66,0
MACHINE_005,2025-07-25 04:00:00,26.69,324.67,3.16,73.89,18.29,0
MACHINE_006,2025-07-25 04:10:00,68.01,496.92,2.73,49.21,32.73,0
MACHINE_007,2025-07-25 04:20:00,32.86,259.32,1.55,72.09,54.19,0
MACHINE_008,2025-07-25 04:30:00,44.94,241.18,2.0,33.97,72.76,0
MACHINE_009,2025-07-25 04:40:00,31.01,346.44,6.2,83.09,85.13,0
MACHINE_010,2025-07-25 04:50:00,63.61,456.77,4.51,81.2,67.57,0
MACHINE_001,2025-07-25 05:00:00,42.9,303.67,3.31,82.43,23.84,0
MACHINE_002,2025-07-25 05:10:00,48.07,121.63,8.36,55.4,81.61,0
MACHINE_003,2025-07-25 05:20:00,76.25,156.22,9.04,46.75,66.05,0
MACHINE_004,2025-07-25 05:30:00,47.26,177.42,2.36,69.37,68.76,0
MACHINE_005,2025-07-25 05:40:00,79.03,384.7,2.42,55.6,27.57,0
MACHINE_006,2025-07-25 05:50:00,73.37,447.84,3.81,31.13,26.7,1
MACHINE_007,2025-07-25 06:00:00,36.13,217.0,8.93,63.66,90.87,0
MACHINE_008,2025-07-25 06:10:00,45.8,115.37,3.11,74.99,80.67,0
MACHINE_009,2025-07-25 06:20:00,66.01,181.82,7.92,50.79,92.06,1
MACHINE_010,2025-07-25 06:30:00,77.03,101.11,0.29,71.9,77.36,0
MACHINE_001,2025-07-25 06:40:00,66.34,492.59,7.8,33.68,45.28,0
MACHINE_002,2025-07-25 06:50:00,73.15,116.47,7.26,51.71,43.45,0
MACHINE_003,2025-07-25 07:00:00,51.25,271.15,1.61,30.91,37.03,0
MACHINE_004,2025-07-25 07:10:00,52.58,243.14,1.88,65.37,16.38,0
MACHINE_005,2025-07-25 07:20:00,78.16,458.05,7.76,54.42,53.78,0
MACHINE_006,2025-07-25 07:30:00,32.41,481.9,5.35,65.19,95.75,0
MACHINE_007,2025-07-25 07:40:00,58.36,153.39,1.51,87.11,13.16,0
MACHINE_008,2025-07-25 07:50:00,47.87,371.17,6.44,79.29,67.55,0
MACHINE_009,2025-07-25 08:00:00,62.82,280.89,0.17,45.18,55.7,0
MACHINE_010,2025-07-25 08:10:00,71.63,227.8,4.02,40.09,55.51,0
MACHINE_001,2025-07-25 08:20:00,36.99,235.87,9.74,68.26,95.2,0
MACHINE_002,2025-07-25 08:30:00,24.99,460.18,8.08,68.49,82.13,0
MACHINE_003,2025-07-25 08:40:00,58.58,444.02,9.33,74.6,34.3,1
MACHINE_004,2025-07-25 08:50:00,73.59,355.1,6.54,78.12,5.57,0
MACHINE_005,2025-07-25 09:00:00,69.21,363.07,4.89,82.29,46.73,0
MACHINE_006,2025-07-25 09:10:00,53.69,296.49,7.59,58.45,65.75,0
MACHINE_007,2025-07-25 09:20:00,75.46,459.43,7.12,55.69,47.07,0
MACHINE_008,2025-07-25 09:30:00,78.23,372.6,3.48,49.52,53.72,0
MACHINE_009,2025-07-25 09:40:00,79.32,105.34,9.11,81.34,42.42,0
MACHINE_010,2025-07-25 09:50:00,79.19,341.72,6.84,75.24,45.29,0
MACHINE_001,2025-07-25 10:00:00,35.77,124.0,5.7,51.18,15.23,0
MACHINE_002,2025-07-25 10:10:00,60.12,389.18,2.0,74.05,80.9,0
MACHINE_003,2025-07-25 10:20:00,22.17,438.88,3.14,78.27,63.63,0
MACHINE_004,2025-07-25 10:30:00,42.68,206.46,3.19,53.99,51.83,1
MACHINE_005,2025-07-25 10:40:00,52.27,240.63,3.87,69.84,47.46,0
MACHINE_006,2025-07-25 10:50:00,30.71,405.0,5.1,46.94,45.46,0
MACHINE_007,2025-07-25 11:00:00,38.57,248.12,9.21,40.09,37.6,0
MACHINE_008,2025-07-25 11:10:00,67.76,102.04,5.0,69.61,14.69,0
MACHINE_009,2025-07-25 11:20:00,35.25,218.93,3.77,32.42,66.27,0
MACHINE_010,2025-07-25 11:30:00,25.81,436.61,7.45,64.95,75.69,1
MACHINE_001,2025-07-25 11:40:00,68.51,430.45,1.52,48.01,70.56,0
MACHINE_002,2025-07-25 11:50:00,31.12,459.2,3.37,81.24,27.81,0
MACHINE_003,2025-07-25 12:00:00,59.9,429.66,4.11,34.57,77.03,0
MACHINE_004,2025-07-25 12:10:00,63.72,340.57,2.1,78.88,73.26,0
MACHINE_005,2025-07-25 12:20:00,33.68,434.54,1.22,85.66,8.54,0
MACHINE_006,2025-07-25 12:30:00,79.05,184.04,9.91,52.71,95.01,0
MACHINE_007,2025-07-25 12:40:00,32.66,246.31,7.89,62.72,88.26,0
MACHINE_008,2025-07-25 12:50:00,52.76,303.77,5.23,48.63,91.83,0
MACHINE_009,2025-07-25 13:00:00,58.23,202.33,6.21,72.26,22.58,1
MACHINE_010,2025-07-25 13:10:00,53.44,122.3,9.93,83.97,86.57,1
MACHINE_001,2025-07-25 13:20:00,26.8,321.64,1.19,88.87,9.31,0
MACHINE_002,2025-07-25 13:30:00,79.21,228.87,8.8,72.28,85.37,0
MACHINE_003,2025-07-25 13:40:00,52.59,421.96,1.09,38.33,53.38,0
MACHINE_004,2025-07-25 13:50:00,76.88,262.73,1.53,61.73,80.12,0
MACHINE_005,2025-07-25 14:00:00,67.78,180.76,3.77,80.18,77.39,0
MACHINE_006,2025-07-25 14:10:00,57.19,492.99,4.38,31.87,95.77,0
MACHINE_007,2025-07-25 14:20:00,48.15,233.02,3.51,39.88,64.45,0
MACHINE_008,2025-07-25 14:30:00,78.37,271.05,4.26,72.49,99.29,0
MACHINE_009,2025-07-25 14:40:00,25.66,268.45,2.85,66.53,79.93,0
MACHINE_010,2025-07-25 14:50:00,56.32,204.01,0.73,70.72,9.56,0
MACHINE_001,2025-07-25 15:00:00,77.39,430.26,7.55,65.8,66.6,0
MACHINE_002,2025-07-25 15:10:00,24.05,456.78,7.79,88.4,73.22,0
MACHINE_003,2025-07-25 15:20:00,42.93,368.67,6.34,48.39,43.12,1
MACHINE_004,2025-07-25 15:30:00,67.12,308.34,8.37,65.89,18.18,0
MACHINE_005,2025-07-25 15:40:00,53.32,476.22,1.99,59.42,67.84,0
MACHINE_006,2025-07-25 15:50:00,70.28,471.72,7.85,75.2,86.1,0
MACHINE_007,2025-07-25 16:00:00,70.31,312.78,3.4,56.58,42.58,0
MACHINE_008,2025-07-25 16:10:00,25.19,349.82,5.68,31.15,51.63,0
MACHINE_009,2025-07-25 16:20:00,34.96,414.32,3.57,79.32,58.27,0
MACHINE_010,2025-07-25 16:30:00,78.45,407.26,4.58,45.37,71.94,0
MACHINE_001,2025-07-25 16:40:00,77.21,405.12,5.72,66.54,5.28,0
MACHINE_002,2025-07-25 16:50:00,62.61,258.86,3.52,58.67,28.37,0
MACHINE_003,2025-07-25 17:00:00,66.24,445.2,6.61,48.78,45.56,0
MACHINE_004,2025-07-25 17:10:00,72.92,275.74,6.67,60.97,34.15,0
MACHINE_005,2025-07-25 17:20:00,29.87,104.23,6.78,73.76,35.67,0
MACHINE_006,2025-07-25 17:30:00,75.76,215.13,7.21,50.26,74.45,0
MACHINE_007,2025-07-25 17:40:00,28.36,319.06,3.08,64.8,43.38,0
MACHINE_008,2025-07-25 17:50:00,36.61,387.24,9.39,79.08,70.31,0
MACHINE_009,2025-07-25 18:00:00,76.42,400.84,3.84,71.04,8.68,0
MACHINE_010,2025-07-25 18:10:00,59.22,185.58,4.14,30.76,69.31,0
MACHINE_001,2025-07-25 18:20:00,58.9,171.72,2.89,38.39,48.93,0
MACHINE_002,2025-07-25 18:30:00,62.21,152.34,5.38,88.42,6.1,0
MACHINE_003,2025-07-25 18:40:00,40.12,433.78,5.82,38.86,45.1,0
MACHINE_004,2025-07-25 18:50:00,52.95,391.54,6.51,32.48,75.2,1
MACHINE_005,2025-07-25 19:00:00,29.83,461.93,5.7,40.7,88.82,0
MACHINE_006,2025-07-25 19:10:00,32.05,125.21,5.08,65.74,7.8,0
MACHINE_007,2025-07-25 19:20:00,47.26,498.86,7.95,34.56,90.33,0
MACHINE_008,2025-07-25 19:30:00,35.92,442.05,8.55,87.03,45.35,0
MACHINE_009,2025-07-25 19:40:00,39.61,467.62,8.97,32.64,95.44,0
MACHINE_010,2025-07-25 19:50:00,63.75,424.49,2.99,64.63,72.41,0
MACHINE_001,2025-07-25 20:00:00,66.17,332.98,1.78,57.11,56.82,0
MACHINE_002,2025-07-25 20:10:00,77.7,350.45,9.61,69.43,98.69,0
MACHINE_003,2025-07-25 20:20:00,32.41,368.89,0.76,32.75,60.35,0
MACHINE_004,2025-07-25 20:30:00,42.43,174.4,9.54,83.5,13.49,0
MACHINE_005,2025-07-25 20:40:00,30.37,130.21,7.69,61.93,99.39,0
MACHINE_006,2025-07-25 20:50:00,60.69,458.25,6.2,58.34,6.32,0
MACHINE_007,2025-07-25 21:00:00,65.59,151.53,9.7,31.37,58.87,0
MACHINE_008,2025-07-25 21:10:00,77.06,398.33,6.96,79.45,65.79,0
MACHINE_009,2025-07-25 21:20:00,47.03,437.28,0.25,53.02,91.63,0
MACHINE_010,2025-07-25 21:30:00,50.81,268.79,3.15,52.09,98.22,0
MACHINE_001,2025-07-25 21:40:00,33.54,257.21,3.04,41.27,14.09,0
MACHINE_002,2025-07-25 21:50:00,25.86,467.52,9.23,64.5,48.28,0
MACHINE_003,2025-07-25 22:00:00,53.82,427.75,9.86,72.43,16.81,0
MACHINE_004,2025-07-25 22:10:00,58.83,120.37,4.39,52.96,77.54,0
MACHINE_005,2025-07-25 22:20:00,66.52,113.01,9.96,45.31,58.18,0
MACHINE_006,2025-07-25 22:30:00,32.71,464.24,6.39,55.57,28.84,0
MACHINE_007,2025-07-25 22:40:00,46.49,407.54,8.7,63.66,95.64,0
MACHINE_008,2025-07-25 22:50:00,67.04,412.37,6.35,65.66,35.55,0
MACHINE_009,2025-07-25 23:00:00,43.04,327.13,9.73,72.0,68.39,1
MACHINE_010,2025-07-25 23:10:00,67.31,464.81,3.69,63.16,49.46,0
MACHINE_001,2025-07-25 23:20:00,42.07,287.15,4.48,65.56,55.21,0
MACHINE_002,2025-07-25 23:30:00,35.86,137.2,3.86,40.86,24.41,0
MACHINE_003,2025-07-25 23:40:00,73.27,479.11,3.88,59.4,74.01,0
MACHINE_004,2025-07-25 23:50:00,68.58,227.83,8.73,89.32,63.82,0
MACHINE_005,2025-07-26 00:00:00,69.62,194.03,8.31,82.49,78.22,0
MACHINE_006,2025-07-26 00:10:00,60.93,221.45,2.35,39.41,9.49,0
MACHINE_007,2025-07-26 00:20:00,54.39,470.65,7.46,55.22,6.54,1
MACHINE_008,2025-07-26 00:30:00,67.36,135.02,7.15,42.01,65.97,0
MACHINE_009,2025-07-26 00:40:00,73.75,133.5,9.27,35.29,75.06,0
MACHINE_010,2025-07-26 00:50:00,39.76,375.95,1.42,55.43,13.38,0
MACHINE_001,2025-07-26 01:00:00,45.43,454.02,9.47,36.28,36.91,0
MACHINE_002,2025-07-26 01:10:00,37.13,476.48,8.03,74.43,67.56,0
MACHINE_003,2025-07-26 01:20:00,63.48,288.57,1.92,44.78,74.01,1
MACHINE_004,2025-07-26 01:30:00,42.89,374.81,5.26,66.91,68.79,1
MACHINE_005,2025-07-26 01:40:00,64.34,126.29,5.77,35.78,8.02,0
MACHINE_006,2025-07-26 01:50:00,46.5,236.27,4.23,86.3,16.8,0
MACHINE_007,2025-07-26 02:00:00,41.0,215.62,4.47,52.38,95.83,0
MACHINE_008,2025-07-26 02:10:00,39.43,483.28,7.57,34.39,94.28,0
MACHINE_009,2025-07-26 02:20:00,66.4,289.1,3.86,58.03,15.77,0
MACHINE_010,2025-07-26 02:30:00,53.5,169.42,4.23,43.7,77.25,1
MACHINE_001,2025-07-26 02:40:00,23.78,478.68,9.64,74.33,47.12,0
MACHINE_002,2025-07-26 02:50:00,39.5,264.05,7.62,87.93,75.18,0
MACHINE_003,2025-07-26 03:00:00,63.82,249.18,5.92,73.46,58.34,1
MACHINE_004,2025-07-26 03:10:00,43.43,151.55,8.12,66.38,65.45,0
MACHINE_005,2025-07-26 03:20:00,67.41,484.14,9.18,79.05,21.97,0
MACHINE_006,2025-07-26 03:30:00,44.38,299.77,1.49,45.75,5.76,0
MACHINE_007,2025-07-26 03:40:00,21.03,403.7,8.41,54.08,10.89,1
MACHINE_008,2025-07-26 03:50:00,35.78,402.36,1.66,85.66,56.87,0
MACHINE_009,2025-07-26 04:00:00,45.78,135.49,2.5,66.56,97.19,0
MACHINE_010,2025-07-26 04:10:00,42.99,200.78,5.81,46.39,47.45,0
MACHINE_001,2025-07-26 04:20:00,78.59,147.05,8.96,38.19,18.73,0
MACHINE_002,2025-07-26 04:30:00,48.91,265.48,8.29,37.73,74.12,0
MACHINE_003,2025-07-26 04:40:00,69.71,410.38,7.42,52.93,65.92,0
MACHINE_004,2025-07-26 04:50:00,56.49,151.2,1.57,30.14,85.93,1
MACHINE_005,2025-07-26 05:00:00,79.52,446.6,7.07,49.97,54.24,0
MACHINE_006,2025-07-26 05:10:00,35.82,308.71,9.83,77.66,67.78,0
MACHINE_007,2025-07-26 05:20:00,35.25,471.35,7.79,47.6,6.23,0
MACHINE_008,2025-07-26 05:30:00,49.44,128.15,4.22,71.31,40.68,0
MACHINE_009,2025-07-26 05:40:00,78.79,259.46,9.26,66.44,22.15,0
MACHINE_010,2025-07-26 05:50:00,78.65,248.13,2.65,63.33,77.82,0
MACHINE_001,2025-07-26 06:00:00,50.82,459.55,6.42,81.28,22.41,0
MACHINE_002,2025-07-26 06:10:00,65.14,253.03,2.84,60.74,55.37,0
MACHINE_003,2025-07-26 06:20:00,76.32,210.39,4.11,39.38,15.76,0
MACHINE_004,2025-07-26 06:30:00,27.12,208.49,0.28,76.83,27.85,0
MACHINE_005,2025-07-26 06:40:00,57.96,446.29,6.78,32.54,66.17,0
MACHINE_006,2025-07-26 06:50:00,73.7,487.66,7.81,35.31,76.73,0
MACHINE_007,2025-07-26 07:00:00,43.75,254.18,5.74,50.82,54.35,1
MACHINE_008,2025-07-26 07:10:00,66.06,309.65,9.88,88.62,7.46,0
MACHINE_009,2025-07-26 07:20:00,63.81,291.1,8.7,62.72,82.24,1
MACHINE_010,2025-07-26 07:30:00,27.39,342.38,6.74,70.43,91.32,0
MACHINE_001,2025-07-26 07:40:00,38.42,412.96,9.57,43.91,29.43,0
MACHINE_002,2025-07-26 07:50:00,57.07,259.22,2.38,76.27,39.63,0
MACHINE_003,2025-07-26 08:00:00,42.51,215.71,3.94,65.98,11.12,0
MACHINE_004,2025-07-26 08:10:00,20.24,490.0,4.4,56.13,41.19,0
MACHINE_005,2025-07-26 08:20:00,66.74,111.39,1.63,86.65,14.74,1
MACHINE_006,2025-07-26 08:30:00,29.37,468.59,7.19,85.12,60.94,0
MACHINE_007,2025-07-26 08:40:00,36.94,418.43,1.98,46.49,46.38,0
MACHINE_008,2025-07-26 08:50:00,46.61,353.05,1.54,80.59,59.26,0
MACHINE_009,2025-07-26 09:00:00,70.8,250.74,5.69,61.38,51.5,0
MACHINE_010,2025-07-26 09:10:00,25.89,118.94,9.8,53.35,12.47,0
MACHINE_001,2025-07-26 09:20:00,40.01,318.54,4.62,88.43,93.51,0
MACHINE_002,2025-07-26 09:30:00,53.21,460.88,3.95,43.45,37.08,0
MACHINE_003,2025-07-26 09:40:00,51.33,155.9,4.95,47.67,12.87,0
MACHINE_004,2025-07-26 09:50:00,78.92,378.19,1.13,46.46,43.23,0
MACHINE_005,2025-07-26 10:00:00,63.13,454.6,9.75,39.23,44.99,0
MACHINE_006,2025-07-26 10:10:00,41.38,428.14,2.2,84.32,87.63,0
MACHINE_007,2025-07-26 10:20:00,51.38,422.27,4.85,83.84,57.66,0
MACHINE_008,2025-07-26 10:30:00,52.25,389.37,1.66,67.63,75.93,0
MACHINE_009,2025-07-26 10:40:00,48.82,115.1,7.13,80.57,17.48,0
MACHINE_010,2025-07-26 10:50:00,76.04,193.83,8.37,38.93,51.6,0
MACHINE_001,2025-07-26 11:00:00,60.07,360.55,0.5,83.01,99.68,0
MACHINE_002,2025-07-26 11:10:00,27.36,297.96,4.87,65.49,89.77,0
MACHINE_003,2025-07-26 11:20:00,54.15,482.92,1.69,89.7,93.35,0
MACHINE_004,2025-07-26 11:30:00,47.19,393.88,6.57,34.6,36.09,1
MACHINE_005,2025-07-26 11:40:00,25.93,394.71,5.54,64.84,85.28,0
MACHINE_006,2025-07-26 11:50:00,71.77,204.78,9.23,41.52,78.03,0
MACHINE_007,2025-07-26 12:00:00,21.8,237.57,8.01,40.63,45.56,0
MACHINE_008,2025-07-26 12:10:00,70.04,228.55,8.0,58.18,26.07,0
MACHINE_009,2025-07-26 12:20:00,76.77,154.47,3.33,39.0,22.43,1
MACHINE_010,2025-07-26 12:30:00,31.71,307.4,3.7,57.11,82.75,0
MACHINE_001,2025-07-26 12:40:00,23.32,381.79,9.14,45.36,74.24,1
MACHINE_002,2025-07-26 12:50:00,20.82,399.29,8.18,36.34,69.44,0
MACHINE_003,2025-07-26 13:00:00,66.15,330.52,3.8,50.69,66.84,0
MACHINE_004,2025-07-26 13:10:00,22.64,416.4,8.38,35.07,29.3,0
MACHINE_005,2025-07-26 13:20:00,37.94,126.57,1.73,56.6,27.28,0
MACHINE_006,2025-07-26 13:30:00,72.16,334.79,7.96,39.63,65.78,1
MACHINE_007,2025-07-26 13:40:00,31.3,305.77,2.86,31.19,67.9,0
MACHINE_008,2025-07-26 13:50:00,52.01,152.78,7.22,30.28,69.57,0
MACHINE_009,2025-07-26 14:00:00,75.56,202.18,4.18,80.97,58.84,0
MACHINE_010,2025-07-26 14:10:00,30.5,420.74,7.13,86.1,35.57,0
MACHINE_001,2025-07-26 14:20:00,57.56,282.34,6.75,41.79,28.9,0
MACHINE_002,2025-07-26 14:30:00,72.69,172.44,6.72,74.85,20.47,0
MACHINE_003,2025-07-26 14:40:00,39.97,111.89,7.15,85.65,82.65,0
MACHINE_004,2025-07-26 14:50:00,30.07,451.51,1.89,52.21,11.39,0
MACHINE_005,2025-07-26 15:00:00,64.18,236.7,1.99,58.92,85.86,0
MACHINE_006,2025-07-26 15:10:00,35.95,374.83,9.0,64.21,76.67,0
MACHINE_007,2025-07-26 15:20:00,52.63,402.05,6.74,64.67,84.74,0
MACHINE_008,2025-07-26 15:30:00,43.02,177.97,2.71,54.94,68.35,0
MACHINE_009,2025-07-26 15:40:00,46.33,407.74,2.69,32.22,26.03,0
MACHINE_010,2025-07-26 15:50:00,64.14,377.65,5.61,55.19,20.37,0
MACHINE_001,2025-07-26 16:00:00,34.88,148.36,1.72,58.7,8.14,0
MACHINE_002,2025-07-26 16:10:00,61.65,257.09,9.24,79.16,90.5,0
MACHINE_003,2025-07-26 16:20:00,68.91,161.98,9.24,44.85,47.34,0
MACHINE_004,2025-07-26 16:30:00,76.42,486.51,5.79,69.82,17.89,1
MACHINE_005,2025-07-26 16:40:00,38.92,244.28,6.48,52.15,14.02,0
MACHINE_006,2025-07-26 16:50:00,75.49,428.8,2.37,33.71,68.17,0
MACHINE_007,2025-07-26 17:00:00,66.17,261.25,4.24,41.6,93.06,0
MACHINE_008,2025-07-26 17:10:00,34.12,342.94,2.88,73.81,81.2,0
MACHINE_009,2025-07-26 17:20:00,40.68,397.61,8.18,45.55,5.64,0
MACHINE_010,2025-07-26 17:30:00,52.16,278.62,9.5,33.91,88.87,0
MACHINE_001,2025-07-26 17:40:00,74.63,411.74,2.27,75.37,14.26,0
MACHINE_002,2025-07-26 17:50:00,21.85,407.52,8.02,63.4,14.39,0
MACHINE_003,2025-07-26 18:00:00,25.0,479.61,0.84,51.46,10.12,0
MACHINE_004,2025-07-26 18:10:00,63.05,243.16,2.81,34.16,47.08,0
MACHINE_005,2025-07-26 18:20:00,33.84,370.9,9.37,52.79,43.53,0
MACHINE_006,2025-07-26 18:30:00,39.2,244.89,4.13,84.1,36.24,1
MACHINE_007,2025-07-26 18:40:00,71.89,424.55,6.38,47.25,30.22,1
MACHINE_008,2025-07-26 18:50:00,75.43,298.83,5.45,69.82,46.48,0
MACHINE_009,2025-07-26 19:00:00,45.66,218.45,8.8,41.19,9.75,0
MACHINE_010,2025-07-26 19:10:00,53.47,326.1,2.91,44.51,58.51,0
MACHINE_001,2025-07-26 19:20:00,34.7,163.31,4.66,37.68,11.36,0
MACHINE_002,2025-07-26 19:30:00,39.16,123.52,5.21,85.14,17.12,0
MACHINE_003,2025-07-26 19:40:00,67.52,465.68,3.59,78.82,40.28,0
MACHINE_004,2025-07-26 19:50:00,74.22,312.8,5.08,39.25,25.14,0
